start_year,buy_day,years,dca_cagr,dca_final,dca_maxdd,drop_pct,hyb_cagr,hyb_final,hyb_maxdd,hyb_events,diff_cagr,winner
1950,1,75.75906913073237,0.054998564952108975,52551042.39286345,0.5669223587687346,0.05,0.054529091526829054,50808553.2515598,0.5666031258183168,72,-0.0004694734252799204,DCA
1950,1,75.75906913073237,0.054998564952108975,52551042.39286345,0.5669223587687346,0.1,0.05449294005021299,50676763.2326249,0.5663848733247804,26,-0.0005056249018959846,DCA
1950,1,75.75906913073237,0.054998564952108975,52551042.39286345,0.5669223587687346,0.15,0.05401245897309903,48956879.55453941,0.5662740382122753,15,-0.0009861059790099436,DCA
1950,1,75.75906913073237,0.054998564952108975,52551042.39286345,0.5669223587687346,0.2,0.05444028221291286,50485402.67804666,0.5662966975340831,11,-0.0005582827391961143,DCA
1950,1,75.75906913073237,0.054998564952108975,52551042.39286345,0.5669223587687346,0.25,0.053812741101255,48259053.8552368,0.566067568673678,8,-0.0011858238508539731,DCA
1950,1,75.75906913073237,0.054998564952108975,52551042.39286345,0.5669223587687346,0.3,0.05385105686168856,48392166.03901207,0.5659076447800988,6,-0.0011475080904204127,DCA
1950,5,75.75906913073237,0.05495133354266479,52373104.508336686,0.5669144629818853,0.05,0.05449718765794698,50692230.35840448,0.5665980818633999,72,-0.0004541458847178159,DCA
1950,5,75.75906913073237,0.05495133354266479,52373104.508336686,0.5669144629818853,0.1,0.054464517799760026,50573386.97692084,0.5663797252631957,26,-0.00048681574290476703,DCA
1950,5,75.75906913073237,0.05495133354266479,52373104.508336686,0.5669144629818853,0.15,0.05398602320900059,48863942.82561386,0.5662688165906224,15,-0.0009653103336642044,DCA
1950,5,75.75906913073237,0.05495133354266479,52373104.508336686,0.5669144629818853,0.2,0.05441363364725871,50388832.70841346,0.5662915713154988,11,-0.0005376998954060852,DCA
1950,5,75.75906913073237,0.05495133354266479,52373104.508336686,0.5669144629818853,0.25,0.0537863997571868,48167751.45459672,0.5660619726414816,8,-0.001164933785477995,DCA
1950,5,75.75906913073237,0.05495133354266479,52373104.508336686,0.5669144629818853,0.3,0.053823465164266615,48296273.69990293,0.5659016279248354,6,-0.001127868378398178,DCA
1950,10,75.75906913073237,0.05494452678349604,52347510.03671673,0.5669409106948703,0.05,0.05449141806113622,50671222.23547709,0.5666111198119689,72,-0.00045310872235981847,DCA
1950,10,75.75906913073237,0.05494452678349604,52347510.03671673,0.5669409106948703,0.1,0.05444260059936168,50493812.75536873,0.5664162091473335,26,-0.0005019261841343603,DCA
1950,10,75.75906913073237,0.05494452678349604,52347510.03671673,0.5669409106948703,0.15,0.05397552617270818,48827088.08866705,0.5663077267369437,15,-0.0009690006107878624,DCA
1950,10,75.75906913073237,0.05494452678349604,52347510.03671673,0.5669409106948703,0.2,0.05440350383457804,50352171.78668774,0.5663087718899593,11,-0.0005410229489180018,DCA
1950,10,75.75906913073237,0.05494452678349604,52347510.03671673,0.5669409106948703,0.25,0.05377451654506382,48126618.56564923,0.5661012303917878,8,-0.0011700102384322175,DCA
1950,10,75.75906913073237,0.05494452678349604,52347510.03671673,0.5669409106948703,0.3,0.05381682320227399,48273218.20429965,0.5659246487904379,6,-0.0011277035812220504,DCA
1950,15,75.75906913073237,0.054945273183194754,52350316.012874715,0.5669232815667987,0.05,0.05448346410926308,50642274.57470317,0.5666016348700661,72,-0.0004618090739316738,DCA
1950,15,75.75906913073237,0.054945273183194754,52350316.012874715,0.5669232815667987,0.1,0.05443638517493565,50471269.06789823,0.5664041165683499,26,-0.0005088880082591007,DCA
1950,15,75.75906913073237,0.054945273183194754,52350316.012874715,0.5669232815667987,0.15,0.053967813509803175,48800026.674365826,0.5662978564865639,15,-0.0009774596733915786,DCA
1950,15,75.75906913073237,0.054945273183194754,52350316.012874715,0.5669232815667987,0.2,0.05440103315991163,50343234.133049764,0.5662932742841615,11,-0.0005442400232831268,DCA
1950,15,75.75906913073237,0.054945273183194754,52350316.012874715,0.5669232815667987,0.25,0.053769693431477306,48109933.59385036,0.5660915362426513,8,-0.0011755797517174482,DCA
1950,15,75.75906913073237,0.054945273183194754,52350316.012874715,0.5669232815667987,0.3,0.05380832152238679,48243723.12664195,0.5659144888219091,6,-0.001136951660807961,DCA
1950,20,75.75906913073237,0.054935880535379455,52315016.59717095,0.566914568120121,0.05,0.0544698488341997,50592760.930834316,0.5665965748593977,72,-0.0004660317011797588,DCA
1950,20,75.75906913073237,0.054935880535379455,52315016.59717095,0.566914568120121,0.1,0.05442742994291172,50438805.41030536,0.56639938356212,26,-0.0005084505924677352,DCA
1950,20,75.75906913073237,0.054935880535379455,52315016.59717095,0.566914568120121,0.15,0.05395915834413434,48769675.924798325,0.566269645616771,15,-0.0009767221912451163,DCA
1950,20,75.75906913073237,0.054935880535379455,52315016.59717095,0.566914568120121,0.2,0.054390378299530084,50304708.15721201,0.5662883216100235,11,-0.0005455022358493711,DCA
1950,20,75.75906913073237,0.054935880535379455,52315016.59717095,0.566914568120121,0.25,0.053758578184810224,48071503.48946822,0.5660668414839644,8,-0.0011773023505692315,DCA
1950,20,75.75906913073237,0.054935880535379455,52315016.59717095,0.566914568120121,0.3,0.05379785456436981,48207434.287761495,0.5658968946599992,6,-0.0011380259710096485,DCA
1950,25,75.75906913073237,0.05494861314997346,52362873.92821788,0.5669188908498216,0.05,0.05447068068019023,50595784.67175973,0.5665987784270732,72,-0.00047793246978322657,DCA
